scenario,iteration,fuzzer_type,algorithm,cell_loads,avg_overall_sinr,avg_high_prio_sinr,fairness_index,handover_count_iter,vulnerabilities
High Mobility,54,AI,utility,"[0.26666666666666666, 0.2, 0.5333333333333333]",7.8258395,14.068597,0.2055868852717246,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.21']"
High Mobility,55,AI,utility,"[0.6333333333333333, 0.13333333333333333, 0.23333333333333334]",8.791881,15.078069,0.2087743646039773,20,"['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.21']"
High Mobility,56,AI,utility,"[0.16666666666666666, 0.23333333333333334, 0.6]",6.2389674,5.274124,0.1724398950790283,20,"['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.17']"
High Mobility,57,AI,utility,"[0.7, 0.1, 0.2]",6.3596964,5.5605903,0.25097536199501974,25,"['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.25']"
High Mobility,58,AI,utility,"[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]",11.822332,1.3246027,0.2495993022597481,17,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.25']"
High Mobility,59,AI,utility,"[0.3333333333333333, 0.2, 0.4666666666666667]",4.711894,-4.0095935,0.19928814868436517,17,"['QoS Violation: Avg High Prio SINR = -4.01 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.20']"
High Mobility,60,AI,utility,"[0.5333333333333333, 0.26666666666666666, 0.2]",15.145106,-2.106847,0.273625479546355,17,"['QoS Violation: Avg High Prio SINR = -2.11 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.27']"
High Mobility,61,AI,utility,"[0.1, 0.3, 0.6]",6.3380027,-10.742415,0.22664583685566939,22,"['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = -10.74 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.23']"
High Mobility,62,AI,utility,"[0.5, 0.26666666666666666, 0.23333333333333334]",6.390441,-5.881965,0.21921688210468487,17,"['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = -5.88 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.22']"
High Mobility,63,AI,utility,"[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]",3.0651286,-3.8706083,0.2217896935601385,18,"['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -3.87 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.22']"
High Mobility,64,AI,utility,"[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]",13.558252,2.6885984,0.23850232683710737,18,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,65,AI,utility,"[0.3, 0.36666666666666664, 0.3333333333333333]",9.1185255,-17.132164,0.24974503436506326,22,"['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -17.13 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.25']"
High Mobility,66,AI,utility,"[0.5333333333333333, 0.2, 0.26666666666666666]",11.766009,-14.147704,0.23552816169697358,18,"['QoS Violation: Avg High Prio SINR = -14.15 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.24']"
High Mobility,67,AI,utility,"[0.16666666666666666, 0.23333333333333334, 0.6]",8.8845415,-12.135066,0.24510054119040883,18,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -12.14 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.25']"
High Mobility,68,AI,utility,"[0.6666666666666666, 0.13333333333333333, 0.2]",11.260839,12.827083,0.23936342913871486,17,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,69,AI,utility,"[0.13333333333333333, 0.26666666666666666, 0.6]",-0.20180638,-14.24559,0.1924258143882763,19,"['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -14.25 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.19']"
High Mobility,70,AI,utility,"[0.7, 0.23333333333333334, 0.06666666666666667]",-6.8351626,-23.094168,0.1476820494050719,22,"['Ping-Pong: 10 UEs', 'QoS Violation: Avg High Prio SINR = -23.09 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.15']"
High Mobility,71,AI,utility,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]",13.950998,-16.968622,0.27303995382218055,19,"['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = -16.97 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.27']"
High Mobility,72,AI,utility,"[0.3, 0.5, 0.2]",9.067778,6.9689097,0.2796669702346251,18,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.28']"
High Mobility,73,AI,utility,"[0.6, 0.3, 0.1]",-5.5261564,-32.611843,0.17096864409039836,16,"['QoS Violation: Avg High Prio SINR = -32.61 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.17']"
High Mobility,74,AI,utility,"[0.16666666666666666, 0.23333333333333334, 0.6]",8.628067,-15.381257,0.24499852633411062,22,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -15.38 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.24']"
High Mobility,75,AI,utility,"[0.5666666666666667, 0.23333333333333334, 0.2]",7.131906,-1.2806295,0.21296673222468773,18,"['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = -1.28 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.21']"
High Mobility,76,AI,utility,"[0.23333333333333334, 0.26666666666666666, 0.5]",7.3531857,22.724144,0.19234614690658272,18,"['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,77,AI,utility,"[0.4666666666666667, 0.3, 0.23333333333333334]",13.526962,15.28083,0.23932213950384232,18,"['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,78,AI,utility,"[0.23333333333333334, 0.5333333333333333, 0.23333333333333334]",8.567722,-25.051628,0.2931598870573121,14,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -25.05 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.29']"
High Mobility,79,AI,utility,"[0.5333333333333333, 0.2, 0.26666666666666666]",7.6976013,-4.1273913,0.1892517510840666,21,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -4.13 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.19']"
High Mobility,80,AI,utility,"[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]",-6.222859,-22.2979,0.11066234476725208,16,"['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = -22.30 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.11']"
High Mobility,81,AI,utility,"[0.4666666666666667, 0.3, 0.23333333333333334]",9.028403,-7.6636205,0.24380124465994693,18,"['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -7.66 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.24']"
High Mobility,82,AI,utility,"[0.3, 0.2, 0.5]",-9.740887,-24.40982,0.1451891032385691,15,"['QoS Violation: Avg High Prio SINR = -24.41 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.15']"
High Mobility,83,AI,utility,"[0.2, 0.6, 0.2]",11.473626,-12.386355,0.2849501581434188,22,"['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -12.39 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.28']"
High Mobility,84,AI,utility,"[0.6, 0.2, 0.2]",12.936835,-6.6583037,0.24282845516948753,22,"['QoS Violation: Avg High Prio SINR = -6.66 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.24']"
High Mobility,85,AI,utility,"[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",13.629055,10.065003,0.29353506808754887,16,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.29']"
High Mobility,86,AI,utility,"[0.7333333333333333, 0.16666666666666666, 0.1]",-1.2887541,-26.45523,0.2065290457379569,18,"['QoS Violation: Avg High Prio SINR = -26.46 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.21']"
High Mobility,87,AI,utility,"[0.03333333333333333, 0.4, 0.5666666666666667]",8.470354,-14.940732,0.23984174208864595,24,"['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -14.94 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.24']"
High Mobility,88,AI,utility,"[0.43333333333333335, 0.3, 0.26666666666666666]",0.31840363,-10.075264,0.17409794685951607,20,"['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = -10.08 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.17']"
High Mobility,89,AI,utility,"[0.23333333333333334, 0.5, 0.26666666666666666]",1.7779671,-13.354011,0.14437977363931756,16,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -13.35 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.14']"
High Mobility,90,AI,utility,"[0.5333333333333333, 0.16666666666666666, 0.3]",-0.18226217,-11.588086,0.18429288761189894,22,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -11.59 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.18']"
High Mobility,91,AI,utility,"[0.16666666666666666, 0.6666666666666666, 0.16666666666666666]",-11.831995,-26.424082,0.13852725325923199,15,"['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = -26.42 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.14']"
High Mobility,92,AI,utility,"[0.5666666666666667, 0.2, 0.23333333333333334]",1.5566218,-13.511693,0.20584414430473422,19,"['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = -13.51 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.21']"
High Mobility,93,AI,utility,"[0.43333333333333335, 0.1, 0.4666666666666667]",2.4243383,1.09198,0.1740594766065296,19,['Unfairness: Jain Index = 0.17']
High Mobility,94,AI,utility,"[0.36666666666666664, 0.43333333333333335, 0.2]",1.8089958,-26.418121,0.20043628047815637,19,"['QoS Violation: Avg High Prio SINR = -26.42 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.20']"
High Mobility,95,AI,utility,"[0.2, 0.3333333333333333, 0.4666666666666667]",-5.331475,-27.564766,0.13999147385114483,18,"['QoS Violation: Avg High Prio SINR = -27.56 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.14']"
High Mobility,96,AI,utility,"[0.4666666666666667, 0.2, 0.3333333333333333]",-4.0676866,-33.849445,0.14653844638215657,20,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -33.85 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.15']"
High Mobility,97,AI,utility,"[0.16666666666666666, 0.5333333333333333, 0.3]",-7.805316,-31.800714,0.14208756559727084,17,"['QoS Violation: Avg High Prio SINR = -31.80 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.14']"
High Mobility,98,AI,utility,"[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]",4.0027666,-15.881664,0.23773190693012125,19,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -15.88 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.24']"
High Mobility,99,AI,utility,"[0.3333333333333333, 0.16666666666666666, 0.5]",5.926154,-8.513947,0.24709134939495386,19,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -8.51 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.25']"
High Mobility,0,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",14.279683,17.344448,0.27794831008684784,12,['Unfairness: Jain Index = 0.28']
High Mobility,1,Random,baseline,"[0.3, 0.3, 0.4]",15.60073,21.403242,0.2838880063342887,12,['Unfairness: Jain Index = 0.28']
High Mobility,2,Random,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",16.57752,21.708708,0.32040556088884986,10,['Unfairness: Jain Index = 0.32']
High Mobility,3,Random,baseline,"[0.3, 0.3333333333333333, 0.36666666666666664]",14.686862,17.772207,0.28398586580732776,8,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.28']"
High Mobility,4,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",17.054882,22.678085,0.2934542293272228,8,['Unfairness: Jain Index = 0.29']
High Mobility,5,Random,baseline,"[0.3, 0.23333333333333334, 0.4666666666666667]",13.570519,13.144185,0.23706260053184855,8,['Unfairness: Jain Index = 0.24']
High Mobility,6,Random,baseline,"[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]",16.884089,12.835694,0.23923536332704232,12,['Unfairness: Jain Index = 0.24']
High Mobility,7,Random,baseline,"[0.43333333333333335, 0.26666666666666666, 0.3]",19.190022,24.72259,0.2563459818024058,7,['Unfairness: Jain Index = 0.26']
High Mobility,8,Random,baseline,"[0.36666666666666664, 0.23333333333333334, 0.4]",18.285213,13.8031,0.3109578021863118,8,['Unfairness: Jain Index = 0.31']
High Mobility,9,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",17.797367,18.466562,0.22393404004788578,7,['Unfairness: Jain Index = 0.22']
High Mobility,10,Random,baseline,"[0.2, 0.36666666666666664, 0.43333333333333335]",20.851358,25.339594,0.36861690170976324,11,['Unfairness: Jain Index = 0.37']
High Mobility,11,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",13.787934,19.303274,0.21302345341195025,10,['Unfairness: Jain Index = 0.21']
High Mobility,12,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",18.51532,27.868341,0.20347776894079472,8,['Unfairness: Jain Index = 0.20']
High Mobility,13,Random,baseline,"[0.16666666666666666, 0.3, 0.5333333333333333]",16.253122,17.259653,0.26738580682866603,13,['Unfairness: Jain Index = 0.27']
High Mobility,14,Random,baseline,"[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]",12.8385725,14.518371,0.2057550906977884,15,['Unfairness: Jain Index = 0.21']
High Mobility,15,Random,baseline,"[0.43333333333333335, 0.36666666666666664, 0.2]",19.13461,22.857225,0.24302469554067105,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.24']"
High Mobility,16,Random,baseline,"[0.26666666666666666, 0.2, 0.5333333333333333]",17.062014,22.191015,0.2744885894297275,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.27']"
High Mobility,17,Random,baseline,"[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]",12.939239,17.374577,0.12351902516829383,17,['Unfairness: Jain Index = 0.12']
High Mobility,18,Random,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",13.736936,12.560344,0.1821264411150739,12,['Unfairness: Jain Index = 0.18']
High Mobility,19,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",15.797745,23.8505,0.18630119234685294,16,['Unfairness: Jain Index = 0.19']
High Mobility,20,Random,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",8.163332,9.7368355,0.06553172696395584,16,['Unfairness: Jain Index = 0.07']
High Mobility,21,Random,baseline,"[0.2, 0.3, 0.5]",8.914451,12.029724,0.09424834792585393,11,['Unfairness: Jain Index = 0.09']
High Mobility,22,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",11.764332,11.480999,0.11764582212532564,19,['Unfairness: Jain Index = 0.12']
High Mobility,23,Random,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",16.645945,17.62802,0.2267589893381259,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.23']"
High Mobility,24,Random,baseline,"[0.16666666666666666, 0.3333333333333333, 0.5]",12.006539,7.9943185,0.17509956054515294,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
High Mobility,25,Random,baseline,"[0.2, 0.36666666666666664, 0.43333333333333335]",13.735364,21.975092,0.1656312357947742,9,['Unfairness: Jain Index = 0.17']
High Mobility,26,Random,baseline,"[0.06666666666666667, 0.4666666666666667, 0.4666666666666667]",9.896098,9.252217,0.11180646667088517,16,['Unfairness: Jain Index = 0.11']
High Mobility,27,Random,baseline,"[0.13333333333333333, 0.3333333333333333, 0.5333333333333333]",16.467876,14.910865,0.20201722013218473,18,['Unfairness: Jain Index = 0.20']
High Mobility,28,Random,baseline,"[0.26666666666666666, 0.23333333333333334, 0.5]",11.100499,4.4881825,0.1524343207911319,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.15']"
High Mobility,29,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",18.862806,7.71837,0.1929975689311136,13,['Unfairness: Jain Index = 0.19']
High Mobility,30,Random,baseline,"[0.3, 0.3333333333333333, 0.36666666666666664]",13.562977,14.139202,0.20743663277995272,15,['Unfairness: Jain Index = 0.21']
High Mobility,31,Random,baseline,"[0.23333333333333334, 0.36666666666666664, 0.4]",6.2879596,3.8957016,0.10078256598308895,10,['Unfairness: Jain Index = 0.10']
High Mobility,32,Random,baseline,"[0.1, 0.4, 0.5]",13.85246,9.390271,0.19125609189139728,18,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,33,Random,baseline,"[0.2, 0.26666666666666666, 0.5333333333333333]",25.568645,29.79902,0.3201568811670692,10,['Unfairness: Jain Index = 0.32']
High Mobility,34,Random,baseline,"[0.4, 0.3, 0.3]",11.593036,6.8856425,0.15585068916467262,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.16']"
High Mobility,35,Random,baseline,"[0.36666666666666664, 0.3333333333333333, 0.3]",12.915912,9.000079,0.1608292782315062,18,['Unfairness: Jain Index = 0.16']
High Mobility,36,Random,baseline,"[0.2, 0.43333333333333335, 0.36666666666666664]",12.810522,23.65135,0.20622199057391938,13,['Unfairness: Jain Index = 0.21']
High Mobility,37,Random,baseline,"[0.23333333333333334, 0.5333333333333333, 0.23333333333333334]",10.309723,1.9823141,0.14361058414409783,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.14']"
High Mobility,38,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",19.029194,17.647535,0.2448363982653286,12,['Unfairness: Jain Index = 0.24']
High Mobility,39,Random,baseline,"[0.3333333333333333, 0.16666666666666666, 0.5]",5.027182,10.50375,0.11085893338982102,13,['Unfairness: Jain Index = 0.11']
High Mobility,40,Random,baseline,"[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",8.384307,6.695437,0.11256118783874429,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.11']"
High Mobility,41,Random,baseline,"[0.23333333333333334, 0.23333333333333334, 0.5333333333333333]",12.784697,6.4377728,0.16714020389118409,8,['Unfairness: Jain Index = 0.17']
High Mobility,42,Random,baseline,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",13.70186,15.847642,0.16907532825415034,12,['Unfairness: Jain Index = 0.17']
High Mobility,43,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",12.612006,14.409846,0.16568834866800838,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
High Mobility,44,Random,baseline,"[0.3, 0.36666666666666664, 0.3333333333333333]",17.231026,-2.615476,0.2502319869738822,12,"['QoS Violation: Avg High Prio SINR = -2.62 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.25']"
High Mobility,45,Random,baseline,"[0.2, 0.4, 0.4]",25.176155,23.276812,0.3064089501497697,13,['Unfairness: Jain Index = 0.31']
High Mobility,46,Random,baseline,"[0.23333333333333334, 0.36666666666666664, 0.4]",7.332959,21.791748,0.1431095053702062,10,['Unfairness: Jain Index = 0.14']
High Mobility,47,Random,baseline,"[0.36666666666666664, 0.3, 0.3333333333333333]",6.5357876,-4.6367226,0.13729425325032515,14,"['QoS Violation: Avg High Prio SINR = -4.64 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.14']"
High Mobility,48,Random,baseline,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]",19.639421,17.719416,0.2459623301426178,13,['Unfairness: Jain Index = 0.25']
High Mobility,49,Random,baseline,"[0.26666666666666666, 0.23333333333333334, 0.5]",7.2928243,7.668108,0.1794638332409346,10,['Unfairness: Jain Index = 0.18']
High Mobility,50,Random,baseline,"[0.23333333333333334, 0.26666666666666666, 0.5]",-0.20835851,-9.85608,0.1013544934100388,5,"['QoS Violation: Avg High Prio SINR = -9.86 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.10']"
High Mobility,51,Random,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",5.0962567,2.0184505,0.1116464768529075,10,['Unfairness: Jain Index = 0.11']
High Mobility,52,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",5.0400953,8.028957,0.14906900504373724,13,['Unfairness: Jain Index = 0.15']
High Mobility,53,Random,baseline,"[0.4, 0.3, 0.3]",10.400135,-0.6668787,0.17302574441176224,11,"['QoS Violation: Avg High Prio SINR = -0.67 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.17']"
High Mobility,54,Random,baseline,"[0.3, 0.3333333333333333, 0.36666666666666664]",7.322356,6.7848988,0.1881434054957432,7,['Unfairness: Jain Index = 0.19']
High Mobility,55,Random,baseline,"[0.2, 0.5, 0.3]",6.485118,1.5497161,0.17665144525917728,12,['Unfairness: Jain Index = 0.18']
High Mobility,56,Random,baseline,"[0.2, 0.36666666666666664, 0.43333333333333335]",-6.9252887,-6.1386495,0.1877636726801774,12,"['QoS Violation: Avg High Prio SINR = -6.14 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.19']"
High Mobility,57,Random,baseline,"[0.3, 0.3333333333333333, 0.36666666666666664]",-5.8995843,-13.794861,0.07906169142841414,10,"['QoS Violation: Avg High Prio SINR = -13.79 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.08']"
High Mobility,58,Random,baseline,"[0.2, 0.43333333333333335, 0.36666666666666664]",-7.566979,-9.122573,0.07303795987700858,10,"['QoS Violation: Avg High Prio SINR = -9.12 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.07']"
High Mobility,59,Random,baseline,"[0.2, 0.4666666666666667, 0.3333333333333333]",16.765217,16.009035,0.2543443670480303,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.25']"
High Mobility,60,Random,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",2.928328,9.414982,0.1674834385704659,12,['Unfairness: Jain Index = 0.17']
High Mobility,61,Random,baseline,"[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]",-0.74291486,-9.129082,0.10947225580250207,10,"['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -9.13 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.11']"
High Mobility,62,Random,baseline,"[0.3, 0.3333333333333333, 0.36666666666666664]",-5.1579003,1.9138347,0.11127035983263599,11,['Unfairness: Jain Index = 0.11']
High Mobility,63,Random,baseline,"[0.3, 0.3333333333333333, 0.36666666666666664]",7.3944182,-5.4913483,0.17472877298243733,12,"['QoS Violation: Avg High Prio SINR = -5.49 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.17']"
High Mobility,64,Random,baseline,"[0.3333333333333333, 0.4, 0.26666666666666666]",1.8427193,-0.19575231,0.11665584575601046,6,"['QoS Violation: Avg High Prio SINR = -0.20 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.12']"
High Mobility,65,Random,baseline,"[0.3, 0.4666666666666667, 0.23333333333333334]",7.6462736,10.260783,0.20706960560020482,10,['Unfairness: Jain Index = 0.21']
High Mobility,66,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",-4.714681,-2.8038712,0.07865445879919739,7,"['QoS Violation: Avg High Prio SINR = -2.80 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.08']"
High Mobility,67,Random,baseline,"[0.1, 0.4, 0.5]",15.266024,14.764397,0.23831636287815386,11,['Unfairness: Jain Index = 0.24']
High Mobility,68,Random,baseline,"[0.2, 0.43333333333333335, 0.36666666666666664]",11.401154,9.743136,0.20553673900394953,10,['Unfairness: Jain Index = 0.21']
High Mobility,69,Random,baseline,"[0.2, 0.36666666666666664, 0.43333333333333335]",17.476147,5.815471,0.27394731524159804,11,['Unfairness: Jain Index = 0.27']
High Mobility,70,Random,baseline,"[0.26666666666666666, 0.3333333333333333, 0.4]",5.40635,3.7989302,0.17727158056759806,7,['Unfairness: Jain Index = 0.18']
High Mobility,71,Random,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",10.461312,5.8937206,0.19371485550779705,7,['Unfairness: Jain Index = 0.19']
High Mobility,72,Random,baseline,"[0.3, 0.43333333333333335, 0.26666666666666666]",-0.9175976,0.17605305,0.14046395504963108,13,['Unfairness: Jain Index = 0.14']
High Mobility,73,Random,baseline,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",3.6369243,-4.0376754,0.12893274838431198,12,"['QoS Violation: Avg High Prio SINR = -4.04 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.13']"
High Mobility,74,Random,baseline,"[0.36666666666666664, 0.3333333333333333, 0.3]",1.7502607,7.0129547,0.1711274939925529,8,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
High Mobility,75,Random,baseline,"[0.36666666666666664, 0.3, 0.3333333333333333]",7.593698,17.963926,0.2064104828619845,10,['Unfairness: Jain Index = 0.21']
High Mobility,76,Random,baseline,"[0.4, 0.26666666666666666, 0.3333333333333333]",-1.7324946,2.9753869,0.14663804535810748,9,['Unfairness: Jain Index = 0.15']
High Mobility,77,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",11.796704,4.3284316,0.2402540964330136,14,['Unfairness: Jain Index = 0.24']
High Mobility,78,Random,baseline,"[0.3, 0.36666666666666664, 0.3333333333333333]",-5.0483155,-7.2043324,0.10588456378159225,9,"['QoS Violation: Avg High Prio SINR = -7.20 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.11']"
High Mobility,79,Random,baseline,"[0.23333333333333334, 0.5, 0.26666666666666666]",14.384653,17.277315,0.25125885307436996,11,['Unfairness: Jain Index = 0.25']
High Mobility,80,Random,baseline,"[0.23333333333333334, 0.3, 0.4666666666666667]",-1.7291793,-5.8273416,0.11335235934427715,12,"['QoS Violation: Avg High Prio SINR = -5.83 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.11']"
High Mobility,81,Random,baseline,"[0.3, 0.26666666666666666, 0.43333333333333335]",0.27660066,15.525055,0.1774142164968951,9,['Unfairness: Jain Index = 0.18']
High Mobility,82,Random,baseline,"[0.2, 0.43333333333333335, 0.36666666666666664]",10.046789,11.764241,0.27659665323956967,7,['Unfairness: Jain Index = 0.28']
High Mobility,83,Random,baseline,"[0.23333333333333334, 0.4666666666666667, 0.3]",-1.5960807,-14.865212,0.15812987836771986,8,"['QoS Violation: Avg High Prio SINR = -14.87 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.16']"
High Mobility,84,Random,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",10.5302,12.667831,0.2648120655897211,3,['Unfairness: Jain Index = 0.26']
